,index,cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),flow(4),losttime(s),green_time(1),green_time(2),green_time(3),green_time(4),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen,gt1,gt2,gt3,gt4
297,197,65,2340,234,936,234,936,28,31.7,42.8,31.7,42.8,33.7476962,1.173335397,22.37253891,9.095839532,0.13012646,20.55653999,19.34696361,#REF!,#REF!,#REF!,#REF!
444,204,65,2340,468,468,1170,234,28,37.25,37.25,37.25,37.25,44.40479472,1.555188878,30.26803578,9.061195545,0.129630838,37.99409463,23.23465407,#REF!,#REF!,#REF!,#REF!
564,200,65,2340,234,234,936,936,28,37.25,37.25,37.25,37.25,64.44635772,2.122667047,44.36176119,11.13145732,0.159248316,30.61510905,32.79362792,#REF!,#REF!,#REF!,#REF!
321,183,60,2340,585,585,585,585,28,36,36,36,36,35.17374381,1.274937152,23.24728466,9.080446972,0.129906251,17.67679617,20.84223981,#REF!,#REF!,#REF!,#REF!
368,190,60,2340,234,234,234,1638,28,36,36,36,36,38.13291956,1.217951585,26.58046271,7.753586671,0.110923987,30.38696813,17.22865,#REF!,#REF!,#REF!,#REF!
272,175,55,2340,468,702,468,702,28,33.4,36.1,33.4,36.1,31.80404325,1.200838475,20.55249943,8.133235884,0.116355306,19.07464553,16.99751066,#REF!,#REF!,#REF!,#REF!
144,423,55,2520,630,630,630,630,4,16.75,16.75,16.75,16.75,19.92040568,0.82218811,11.75639294,6.429980967,0.091988283,10.77688757,11.14601281,#REF!,#REF!,#REF!,#REF!
474,428,55,2520,252,252,1008,1008,4,16.75,16.75,16.75,16.75,47.93407467,1.955528499,30.10412973,10.76332059,0.153981697,23.96968426,29.51466523,#REF!,#REF!,#REF!,#REF!
115,414,50,2520,504,756,504,756,4,15.5,15.5,15.5,15.5,18.14825418,0.804650459,10.11903214,6.325135721,0.090488351,9.287186178,11.037207,#REF!,#REF!,#REF!,#REF!
120,413,50,2520,252,1008,252,1008,4,8.6,22.4,8.6,22.4,18.2739927,0.797694045,10.0560234,6.112889102,0.087451918,10.10263371,9.557715316,#REF!,#REF!,#REF!,#REF!
252,418,50,2520,252,252,252,1764,4,15.5,15.5,15.5,15.5,30.83486332,1.246356707,19.78262273,6.827358686,0.097673229,28.68195542,16.04948065,#REF!,#REF!,#REF!,#REF!
320,421,50,2520,504,504,1260,252,4,13.2,13.2,27,8.6,35.13419016,1.39558958,21.77848511,10.29164277,0.147233802,24.34832325,21.11159143,#REF!,#REF!,#REF!,#REF!
189,675,55,2520,630,630,630,630,8,19.75,19.75,19.75,19.75,23.93886357,0.970713935,14.63977071,7.634523956,0.109220657,13.17085313,14.0417813,#REF!,#REF!,#REF!,#REF!
137,667,50,2520,504,756,504,756,8,16.4,20.6,16.4,20.6,19.14636855,0.827511683,10.89314994,5.930539578,0.084843199,9.319775414,10.09226012,#REF!,#REF!,#REF!,#REF!
150,665,50,2520,252,1008,252,1008,8,12.2,24.8,12.2,24.8,20.21961337,0.889535025,11.35152067,6.602367247,0.094454467,11.17387438,11.130176,#REF!,#REF!,#REF!,#REF!
245,670,50,2520,252,252,252,1764,8,18.5,18.5,18.5,18.5,30.3834672,1.255081159,18.80391361,6.68654593,0.09565874,26.55311798,15.88936571,#REF!,#REF!,#REF!,#REF!
343,673,50,2520,504,504,1260,252,8,16.4,16.4,29,12.2,36.36115133,1.41677795,22.36073598,10.69804537,0.153047859,24.49255943,21.76531017,#REF!,#REF!,#REF!,#REF!
495,668,50,2520,252,252,1008,1008,8,18.5,18.5,18.5,18.5,51.16892688,2.112663026,31.56754664,10.52273458,0.150539837,24.01256768,30.17305905,#REF!,#REF!,#REF!,#REF!
520,968,70,2520,252,252,1008,1008,12,26.5,26.5,26.5,26.5,55.08232876,1.784706189,38.51052344,10.47258585,0.149822401,30.51881945,30.83258071,#REF!,#REF!,#REF!,#REF!
153,919,50,2520,504,756,504,756,12,19.6,23.4,19.6,23.4,20.48173249,0.884959673,11.86114397,6.269179891,0.089687838,9.108403759,10.86543715,#REF!,#REF!,#REF!,#REF!
183,915,50,2520,630,630,630,630,12,21.5,21.5,21.5,21.5,23.20528403,0.998343316,13.39491712,6.777207751,0.096955762,11.25325768,12.24496807,#REF!,#REF!,#REF!,#REF!
188,917,50,2520,252,1008,252,1008,12,15.8,27.2,15.8,27.2,23.92364706,1.043327432,13.87068155,7.415411889,0.106086007,13.93734355,13.92991952,#REF!,#REF!,#REF!,#REF!
256,922,50,2520,252,252,252,1764,12,21.5,21.5,21.5,21.5,30.99105687,1.268666994,19.6767806,6.360760815,0.090998009,26.40521018,15.8550363,#REF!,#REF!,#REF!,#REF!
382,925,50,2520,504,504,1260,252,12,19.6,19.6,31,15.8,38.97546056,1.554735285,24.31291288,10.29657112,0.147304308,24.92781751,22.36955718,#REF!,#REF!,#REF!,#REF!
530,1208,65,2520,252,252,1008,1008,16,28.25,28.25,28.25,28.25,56.87238251,1.972999355,38.6777808,11.31337319,0.161850833,30.30034664,31.925976,#REF!,#REF!,#REF!,#REF!
271,1198,60,2520,252,252,252,1764,16,27,27,27,27,31.8010207,1.147646825,21.29519408,7.053962033,0.100915051,30.44628577,16.35819708,#REF!,#REF!,#REF!,#REF!
190,1183,55,2520,504,756,504,756,16,23.8,27.7,23.8,27.7,24.0148114,0.991893283,14.89065675,7.15814114,0.102405453,14.88540292,13.77604747,#REF!,#REF!,#REF!,#REF!
192,1167,50,2520,630,630,630,630,16,24.5,24.5,24.5,24.5,24.22950192,1.037398227,13.8510163,7.062702036,0.101040086,11.62878923,13.25087162,#REF!,#REF!,#REF!,#REF!
194,1169,50,2520,252,1008,252,1008,16,19.4,29.6,19.4,29.6,24.40562825,1.016796092,14.15449642,7.700795534,0.110168749,11.96841695,14.33691293,#REF!,#REF!,#REF!,#REF!
401,1176,50,2520,504,504,1260,252,16,24.5,24.5,24.5,24.5,40.45239841,1.781520967,24.49227509,8.786443064,0.125700187,25.46506107,21.9949382,#REF!,#REF!,#REF!,#REF!
257,219,65,2520,252,1008,252,1008,20,24.5,38,24.5,38,31.02973967,1.084648821,20.52309964,9.108749044,0.130311145,18.33188665,20.75667325,#REF!,#REF!,#REF!,#REF!
226,193,55,2520,630,630,630,630,20,28.75,28.75,28.75,28.75,28.79845659,1.150565085,17.87778429,8.206032949,0.117396752,14.45915815,16.6275775,#REF!,#REF!,#REF!,#REF!
537,198,55,2520,252,252,1008,1008,20,28.75,28.75,28.75,28.75,58.06048444,2.287426694,36.77742945,11.54090513,0.165105939,27.15050242,31.70125139,#REF!,#REF!,#REF!,#REF!
197,185,50,2520,504,756,504,756,20,26,29,26,29,24.54316334,1.00166096,14.9508269,7.131876937,0.102029713,10.7994507,13.5180228,#REF!,#REF!,#REF!,#REF!
308,188,50,2520,252,252,252,1764,20,27.5,27.5,27.5,27.5,34.55820731,1.335706298,22.69334809,6.785187049,0.097069915,31.92803324,17.02543519,#REF!,#REF!,#REF!,#REF!
431,190,50,2520,504,504,1260,252,20,27.5,27.5,27.5,27.5,43.05750208,1.761085425,26.26350114,8.831037749,0.126338165,25.53146173,22.13018404,#REF!,#REF!,#REF!,#REF!
